show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description,Platform,Duration_Minutes,Content_Age_Years,Numeric_Rating,Popularity_Score,Engagement_Proxy,Is_Recent,Genre_Count
S08836,Movie,The Last Descent,Isaac Halasima,"Chadwick Hopson, Alexis Johnson",Unknown,2016,PG,105 min,"Drama, Faith and Spirituality, Suspense","In 2009, John Jones explored an un-mapped section of the famous Nutty Putty Cave. After becoming stuck in a hole 18 inches wide and 150 feet under ground, rescue crews worked frantically and heroically to free him. This is the story inspired by not only the incident at Nutty Putty, but by the way John lived his entire life.",AmazePrime,105,9,0,1,105,0,3
S08837,Movie,The Last Black Man in San Francisco (4K UHD),Joe Talbot,"Mike Epps, Jimmie Fails, Finn Wittrock, Danny Glover, Rob Morgan, Tichina Arnold, Jonathan Majors",United States,2019,R,121 min,"Arthouse, Arts, Entertainment, and Culture, Drama","Jimmie and his best friend Mont try to reclaim the home built by his grandfather, launching them on a poignant odyssey to find a place to call home.",AmazePrime,121,6,0,4,484,0,5
S08838,Movie,The Last Apostle,Logan Bush,Dr. Mark Fairchild,Unknown,2020,13+,125 min,Documentary,"The Last Apostle follows real-life Indiana Jones and world-renowned archeologist, Dr. Mark Fairchild, as he travels the historic route of Saint Paul the Apostle. Over the course of two weeks, Fairchild travels from the ancient city of Istanbul to the wild",AmazePrime,125,5,13,9.8,1225,0,1
S08839,Movie,The King of Thieves,James Marsh,"Michael Caine, Charlie Cox, Michael Gambon, Jim Broadbent, Ray Winstone",Unknown,2019,R,109 min,"Action, Adventure, Suspense","Based on infamous true events, a famous thief, Brian Reader (Sir Michael Caine), pulls together a band of misfit criminals to plot the biggest bank heist in British history.",AmazePrime,109,6,0,4,436,0,3
S08840,Movie,The Kindness of Strangers,Lone Scherfig,"Zoe Kazan, Andrea Riseborough, Tahar Rahim, Bill Nighy, Jay Baruchel, Caleb Landry Jones",Unknown,2020,13+,115 min,"Drama, Romance","In NYC, six strangers' lives intersect while struggling to find help, hope and love. They soon discover that liberation lies in each other's hands.",AmazePrime,115,5,13,9.8,1127,0,2
S08841,TV Show,The Killer Speaks,Unknown,Pete Demeo,Unknown,2014,TV-14,2 Seasons,"Documentary, Special Interest","The Killer Speaks confronts cold-blooded murderers to reveal, in chilling detail, what they did, how they did it, and why.",AmazePrime,1200,11,14,8,9600,0,2
S08842,Movie,The Kill Team,Dan Krauss,"Nat Wolff, Alexander Skarsgi•rd",Unknown,2019,R,88 min,"Action, Suspense","When a young US soldier in Afghanistan witnesses other recruits killing civilians under the direction of a sadistic sergeant, he begins to fear that the men he's serving with might be the ones to kill him.",AmazePrime,88,6,0,4,352,0,2
S08843,TV Show,The Kicks,Unknown,"Sixx Orange, Isabella Acres, E'myri Crutchfield, Gabe Eggerling, Sophia Mitri Schloss, Monica Lacy, Tim Martin Gleason",United States,2016,ALL,1 Season,Kids,"Devin Burke and her family have moved cross-country to California and now must adjust to a new life and a new soccer team. The Kentville Kicks don't quite play up to the standard that Devin is used to, so she must establish herself as a leader while also trying to make friends in a strange place.",AmazePrime,600,9,0,1,600,0,1
S08844,TV Show,The Kennedys,Unknown,"Katherine Parkinson, Dan Skinner, Lucy Hutchinson",Unknown,2015,TV-14,1 Season,Comedy,"It's 1978, and Brenda, Tony and Emma Kennedy move to Jessop Road estate, in Stevenage. Brenda aspires to the 'middle class' lifestyle, and is excited about the opportunity for social development the estate offers; they can host middle class dinner parties, drive middle class cars and do middle class small talk with their new middle class neighbors.",AmazePrime,600,10,14,8.4,5040,0,1
S08845,Movie,The Keeping Room,Daniel Barber,"Brit Marling, Hailee Steinfeld, Sam Worthington, Muna Otaru",Unknown,2015,R,95 min,"Action, Drama, Western","In this radically reimagined American Western set towards the end of the Civil War, three Southern women are forced to take up arms to defend their home ‚Äì and themselves ‚Äì from two renegade Union soldiers on Sherman's March.",AmazePrime,95,10,0,0,0,0,3
S08846,TV Show,The Kacey Musgraves Christmas Show,Unknown,"Dan Levy, Troye Sivan, The Radio City Rockettes, Fred Armisen, Kendall Jenner, Camila Cabello, Lana Del Rey, Leon Bridges, James Corden, Zooey Deschanel",Unknown,2019,7+,1 Season,Comedy,"This holiday season, join Kacey Musgraves for THE KACEY MUSGRAVES CHRISTMAS SHOW, a holiday variety show featuring new songs and time-honored classics. Special guests include Camila Cabello, Kendall Jenner, James Corden, Lana Del Rey, the Radio City Rockettes, and many more. Kacey is sure to bring holiday cheer with this modern update on the classic holiday variety special.",AmazePrime,600,6,7,5.8,3480,0,1
S08847,Movie,The Jupiter Enigma,Thomas Lucas,Unknown,Unknown,2018,ALL,45 min,Documentary,"What can the giant planet Jupiter tell us about the birth of our solar system five billion years ago? Drawing on new findings from NASA's Juno mission, scientists are peering into Jupiter's stormy heart to reveal the very origins of our solar system: a chaotic early time when smaller planets were flung space or sent into shattering collisions, and the fate of planet Earth hung in the balance.",AmazePrime,45,7,0,3,135,0,1
S08848,Movie,The Joneses,Derrick Borte,"David Duchovny, Demi Moore, Amber Heard, Ben Hollingsworth, Gary Cole, Glenne Headly",Unknown,2010,R,96 min,Drama,"A picture-perfect family moves into a suburban neighborhood and immediately becomes the toast of the town, loved and envied by all. It's all marketing...",AmazePrime,96,15,0,-5,-480,0,1
S08849,Movie,The Job,Kenny Golde,"Daryl Hannah, Eric Mabius, Brad Renfro, Dominique Swain",Unknown,2004,R,86 min,"Action, Drama, Suspense","CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job.",AmazePrime,86,21,0,-11,-946,0,3
S08850,TV Show,The Island with Bear Grylls,Unknown,Bear Grylls,Unknown,2017,16+,4 Seasons,"Documentary, Special Interest, Unscripted","In this fourth series of epic survival, Bear Gryllsmaroons two sets of people from two different generations on a pair of deserted islands in the Pacific. Wearing just the clothes on their backs and armed with some basic tools, which generation is better equipped to survive? As the younger generation struggle with the basics of food and water, the older generation appears to be streets ahead.",AmazePrime,2400,8,16,10.4,24960,0,3
S08851,Movie,The Irish Comedy Tour,"Derek Richards, Brad O'Connor","Derek Richards, Mike McCarthy, Derrick Keane, Damon Leibert",Unknown,2019,18+,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","A fast-paced, raucous ride across America with four joke-slinging entertainers who know how to party and put on a great show. Get a lighthearted look at life on the road and the high-spirited experience of being Irish in America.",AmazePrime,57,6,18,12.4,706.8,0,5
S08852,TV Show,The Invisibles,Unknown,"Anthony Head, Warren Clarke, Jenny Agutter",Unknown,2008,13+,1 Season,"Comedy, Drama","After fifteen years of living it up in the Costa Del Crime, ex-criminals Mo and Sid soon discover everyday life is a far cry from the white knuckle ride of a spot of breaking and entering.",AmazePrime,600,17,13,5,3000,0,2
S08853,Movie,The Informer,Andrea Di Stefano,"Rosamund Pike, Joel Kinnamen, Common, Ana De Armas, Clive Owen",Unknown,2020,R,113 min,"Action, Suspense",An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.,AmazePrime,113,5,0,5,565,0,2
S08854,TV Show,The Indian Doctor,Unknown,"Sanjeev Bhaskar, Ayesha Dharker, Jacob Oakley",Unknown,2010,13+,1 Season,"Comedy, Drama","The Sharmas struggle to cope with the culture shock of being educated foreigners in a small working class village, but the doctor's gentle bedside manner and understanding of human nature helps win over the local people. To the dismay of his wife, Dr. Sharma refuses her appeals to leave until he has exposed a cover-up at the coal mine detrimental to the miners' health.",AmazePrime,600,15,13,5.8,3480,0,2
S08855,TV Show,The Inbetweeners,Unknown,"Simon Bird, James Buckley, Blake Harrison, Joe Thomas",Unknown,2010,16+,3 Seasons,"Comedy, Young Adult Audience","The BAFTA award winning E4 comedy The Inbetweenersis back for a third series, with more tales of awkwardness, idiocy and sexual misadventure from Will, Simon, Jay and Neil. Now in their final year at school the boys are looking forward to a new era of respect, credibility, and, as the year 13 boys, ""the pick of the birds"".",AmazePrime,1800,15,16,7.6,13680,0,2
S08856,Movie,The In Crowd,Mary Lambert,"Susan Ward, Lori Heuring, Matthew Settle, Nathan Bexton",Unknown,2000,16+,106 min,"Drama, Suspense","A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",AmazePrime,106,25,16,3.6,381.6,0,2
S08857,Movie,The Immortalists,"David Alvarado, Jason Sussberg","Bill Andrews, Aubrey de Grey, Colin Blakemore, Adelaide Carpenter, Terry Grossman, Leonard Hayflick, Randy Lee","United Kingdom, United States, India",2014,7+,77 min,"Documentary, Special Interest","What would the world look like if humans never grew old? Two eccentric biologists are determined to find out. In this larger-than-life doc, Bill Andrews and Aubrey de Grey leave behind the journals and peer reviews of the scientific establishment to embark on a quest for the age-old secret of eternal youth.",AmazePrime,77,11,7,3.8,292.6,0,2
S08858,TV Show,THE IDOLM@STER.KR,Unknown,"10 singers from Real Girls Project, Sung Hoon, Park Chulmin",Unknown,2017,TV-NR,1 Season,TV Shows,Only those who survive can make their debut as a girl group! The series follows the story of 11 girls as they fiercely compete and undergo vigorous training to become idol stars.,AmazePrime,600,8,0,2,1200,0,1
S08859,Movie,The Identity Theft Of Mitch Mustain,Matthew Wolfe,"Mitch Mustain, Nolan Richardson (Narrator), Joe Schad, Bo Mattingly, Clint Stoerner",Unknown,2015,16+,101 min,"Documentary, Drama, Sports","In 2005, Mitch Mustain was the top high school quarterback in America; the first ever consensus Gatorade, Parade, and USA Today Player of the Year. He began his college career with eight consecutive victories. Then, momentum stopped.",AmazePrime,101,10,16,9.6,969.6,0,3
S08860,Movie,The Hunting of the President,"Harry Thomason, Nickolas Perry","Morgan Freeman, Jonathan Alter, Steve Barnes, Paul Begala, Richard Ben-Veniste, Robert S. Bennett, Carl Bernstein, Sidney Blumenthal, James Carville, Bill Clinton, Hillary Clinton, Ann Coulter, Paula Jones, Monica Lewinsky, Jim McDougal, Susan McDougal, Richard Nixon, Jeffrey Toobin, Bob Woodward, Newt Gingrich, Henry Kissinger, Tim Russert",Unknown,2004,Unknown,90 min,"Documentary, Special Interest","Hosted by Morgan Freeman. Previously unreleased material outlines the campaign against Bill Clinton's presidency, from his days in Arkansas up to his impeachment trial.",AmazePrime,90,21,0,-11,-990,0,2
S08861,TV Show,The Hunt for the Zodiac Killer,Unknown,"Craig P. Bauer, MIchael Butterfield",Unknown,2017,TV-14,1 Season,TV Shows,LAPD homicide detective Sal LaBarbera and a team of master codebreakers use their unrivaled expertise to bring the most mysterious serial killer in American history into the light.,AmazePrime,600,8,14,9.2,5520,0,1
S08862,Movie,The Hungry,Bornila Chatterjee,"Antonio Aakeel, Tisca Chopra, Neeraj Kabi, Naseeruddin Shah","United Kingdom, India",2017,18+,99 min,"Drama, International","THE HUNGRY follows Tulsi Joshi, a widow and bride to be who comes to her own wedding seeking revenge for the brutal murder of her first born son. Based on Shakespeare‚Äôs Titus Andronicus, THE HUNGRY is about the violence that exists between power and love - a macabre fairytale set in the elite circles of north India.",AmazePrime,99,8,18,11.6,1148.4,0,2
S08863,TV Show,The House that ¬£100k Built,Unknown,"Kieran Long, piers Taylor",Unknown,2017,ALL,1 Season,Special Interest,"Architectural journalist and critic Kieran Long and award-winning architect Piers Taylor are following self-builders as they take on the biggest gamble of their lives. Kieran and Piers will try to help them create the house they've longed for. But all have less than 100k to spend, little or no experience and life savings on the line - it won't be easy.",AmazePrime,600,8,0,2,1200,0,1
S08864,Movie,The House of Suh,Iris Shim,"Andrew Suh, Catherine Suh",Unknown,2010,13+,92 min,"Action, Special Interest","A chilling exploration of the tragic history of the Suh family and the murder that shocked America - when the picture perfect son, Andrew, shot and killed his sister's fianci© at her bidding.",AmazePrime,92,15,13,5.8,533.6,0,2
S08865,Movie,The Hound of the Baskervilles,David Attwood,"Richard Roxburgh, Ian Hart, Richard E Grant, Matt Day",Unknown,2002,Unknown,91 min,"Drama, Suspense","A captivating 21st-century version of Sir Arthur Conan Doyle's chilling masterpiece. The legendary Sherlock Holmes and dynamic Dr Watson grapple with an adversary that threatens to overwhelm them on the forbidding moors of England. As Holmes investigates the mystery of Sir Charles Baskerville's recent death, events spiral out of control. Is his adversary human or occult?",AmazePrime,91,23,0,-13,-1183,0,2
S08866,Movie,The Hottie and the Nottie,Tom Putnam,"Paris Hilton, Joel David Moore, Christine Lakin",Unknown,2008,PG-13,91 min,Comedy,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,AmazePrime,91,17,13,5,455,0,1
S08867,TV Show,The Home Show,Unknown,George Clarke,Unknown,2009,7+,2 Seasons,"Documentary, Special Interest",Architect George Clarke is back to help families who have fallen out of love with their current houses. But this time the stakes are higher.,AmazePrime,1200,16,7,1.8,2160,0,2
S08868,Movie,The Hollow Child,Jeremy Lutter,"Jessica McLeod, Hannah Cheramy, John Emmet Tracy",Canada,2018,16+,88 min,Horror,"Highly intelligent and malicious creatures known as The Hollow Ones live in the woods and entice children with their hypnotic folklore music. Samantha, a young foster teen, must fight to expose these dangerous supernatural impostors to save her younger sister who has been taken, otherwise her soul will be lost forever.",AmazePrime,88,7,16,10.8,950.4,0,1
