Session_ID,User_ID,Content_ID,View_Date,Watch_Duration_Minutes,Completion_Percentage,Paused_Times,Rewatched_Flag,Time_of_Day,Device_Type
S210087,U1243,C16280,08/06/2025,7,11,3,N,Night,Smart TV
S216175,U1243,C16441,20/04/2023,57,65,0,N,Evening,Smart TV
S430243,U1243,C03883,29/04/2025,34,35,3,N,Morning,Smart TV
S119506,U1243,C15631,04/01/2022,51,59,3,N,Morning,Smart TV
S976006,U1243,C00406,18/08/2025,351,58,3,N,Afternoon,Smart TV
S613551,U1243,C10354,17/12/2024,305,50,2,Y,Night,Smart TV
S591630,U1244,C08759,06/11/2024,90,86,1,N,Night,Smart TV
S629901,U1244,C04442,12/07/2023,126,97,3,N,Night,Smart TV
S562927,U1244,C17459,22/10/2025,47,56,2,N,Night,Smart TV
S661037,U1244,C13494,28/08/2023,48,57,0,Y,Night,Smart TV
S916695,U1244,C03678,25/05/2024,24,80,1,Y,Morning,Smart TV
S381641,U1244,C08335,20/08/2022,414,69,1,N,Morning,Smart TV
S549040,U1244,C12359,29/04/2025,23,51,3,Y,Afternoon,Smart TV
S110662,U1244,C04833,09/11/2023,922,76,3,Y,Afternoon,Smart TV
S720800,U1244,C06526,05/12/2024,42,45,3,N,Afternoon,Smart TV
S421162,U1244,C13144,09/12/2025,539,89,0,Y,Afternoon,Smart TV
S957977,U1244,C01049,28/02/2025,81,66,3,Y,Afternoon,Smart TV
S999042,U1244,C01420,25/09/2024,146,24,0,N,Morning,Smart TV
S918293,U1244,C02378,15/07/2022,84,86,0,Y,Night,Smart TV
S531333,U1244,C13740,05/01/2022,440,73,1,Y,Afternoon,Smart TV
S250742,U1244,C11505,29/11/2025,21,17,1,Y,Night,Smart TV
S489934,U1245,C03314,21/09/2023,56,9,2,Y,Morning,Smart TV
S861263,U1245,C08629,02/12/2025,69,72,2,Y,Afternoon,Smart TV
S674336,U1245,C07975,16/01/2025,10,11,2,N,Morning,Smart TV
S365835,U1245,C11200,27/06/2025,63,77,2,Y,Afternoon,Smart TV
S408349,U1245,C13005,11/12/2025,374,62,1,N,Night,Smart TV
S542359,U1245,C08879,18/01/2024,42,47,3,N,Evening,Smart TV
S645263,U1245,C15909,09/08/2025,68,75,3,Y,Evening,Smart TV
S419672,U1245,C09851,27/03/2022,26,25,1,N,Afternoon,Smart TV
S515327,U1245,C06587,22/12/2025,57,51,3,Y,Evening,Smart TV
S157476,U1245,C08835,16/10/2023,297,49,1,Y,Morning,Smart TV
S676887,U1245,C08527,01/08/2025,129,92,0,Y,Evening,Smart TV
S614536,U1245,C10378,11/01/2025,1890,78,1,N,Morning,Smart TV
S780397,U1245,C11041,27/08/2024,12,54,3,Y,Night,Smart TV
S337528,U1245,C15029,15/03/2022,47,52,0,Y,Night,Smart TV
S176775,U1245,C07205,02/10/2022,59,45,0,Y,Morning,Smart TV
S617717,U1246,C13218,01/05/2022,34,22,1,Y,Evening,Laptop
S273338,U1246,C02443,14/03/2024,27,30,3,Y,Afternoon,Laptop
S273311,U1246,C01971,02/07/2025,96,85,3,N,Morning,Laptop
S810072,U1246,C05801,19/09/2025,92,81,1,Y,Evening,Laptop
S563077,U1246,C07979,23/01/2024,32,72,0,Y,Morning,Laptop
S478204,U1246,C01911,28/02/2023,23,16,2,N,Afternoon,Laptop
S488353,U1246,C11544,28/01/2025,29,29,1,N,Afternoon,Laptop
S467326,U1246,C16023,19/08/2024,85,95,0,Y,Morning,Laptop
S910582,U1246,C04414,05/10/2025,19,31,0,Y,Evening,Laptop
S320544,U1246,C17425,29/03/2023,456,76,3,Y,Evening,Laptop
S938041,U1246,C02011,20/08/2022,199,33,1,Y,Afternoon,Laptop
S160826,U1246,C02215,04/04/2025,91,85,2,Y,Morning,Laptop
S928702,U1246,C16389,26/11/2024,42,48,0,Y,Afternoon,Laptop
S332325,U1246,C14723,21/01/2023,24,25,3,Y,Night,Laptop
S558802,U1246,C01466,21/05/2023,119,95,0,N,Afternoon,Laptop
S825123,U1247,C09400,11/11/2023,2547,84,1,Y,Evening,Tablet
S641609,U1247,C15316,06/02/2024,34,43,1,Y,Evening,Tablet
S995920,U1247,C16789,22/07/2023,74,76,3,N,Morning,Tablet
S143587,U1247,C17342,02/10/2024,62,69,3,Y,Evening,Tablet
S356764,U1247,C11932,14/01/2024,87,70,0,Y,Afternoon,Tablet
S966206,U1247,C15163,15/03/2024,64,65,2,N,Evening,Tablet
S395943,U1247,C04890,12/02/2025,81,60,1,Y,Evening,Tablet
S836925,U1247,C15131,27/09/2024,88,92,2,N,Night,Tablet
S718721,U1247,C04129,12/09/2023,553,92,1,Y,Evening,Tablet
S100154,U1247,C02004,25/02/2023,370,61,2,N,Night,Tablet
S797817,U1247,C07429,13/04/2024,328,54,3,Y,Morning,Tablet
S346766,U1247,C09032,25/12/2025,81,6,2,Y,Night,Tablet
S316303,U1247,C12897,29/01/2022,13,46,1,N,Morning,Tablet
S979819,U1247,C07286,23/05/2025,26,48,1,N,Afternoon,Tablet
S621294,U1247,C11993,19/05/2025,39,51,3,Y,Night,Tablet
S601720,U1248,C05574,06/01/2024,31,32,0,Y,Morning,Tablet
S124490,U1248,C06297,28/10/2022,6,5,0,N,Morning,Tablet
S483045,U1248,C06545,03/09/2024,52,44,1,Y,Morning,Tablet
S393470,U1248,C13321,13/08/2022,72,100,2,Y,Morning,Tablet
S186232,U1248,C16846,24/11/2025,119,99,2,N,Morning,Tablet
S934837,U1248,C03564,21/06/2024,939,78,1,N,Night,Tablet
S347822,U1248,C12953,18/01/2022,39,66,2,Y,Morning,Tablet
S495020,U1248,C01523,19/04/2025,68,57,2,N,Morning,Tablet
S554870,U1248,C03669,06/04/2023,363,60,3,N,Afternoon,Tablet
S628853,U1248,C04714,11/07/2025,35,29,3,N,Night,Tablet
S439897,U1248,C02491,16/04/2023,89,80,1,Y,Afternoon,Tablet
S115722,U1248,C04142,28/06/2023,16,72,2,Y,Night,Tablet
S723220,U1248,C02677,09/11/2022,57,76,1,N,Night,Tablet
S380307,U1248,C11243,30/05/2022,94,90,3,N,Night,Tablet
S364311,U1248,C13701,11/07/2023,69,84,3,N,Afternoon,Tablet
S666520,U1249,C15591,05/05/2025,86,96,0,Y,Afternoon,Smart TV
S251861,U1249,C10373,09/02/2022,229,12,2,Y,Afternoon,Smart TV
S104470,U1249,C15735,02/08/2024,112,84,3,Y,Night,Smart TV
S689282,U1249,C03880,14/08/2025,56,52,3,Y,Afternoon,Smart TV
S309989,U1249,C01919,04/11/2025,162,27,3,Y,Morning,Smart TV
S617875,U1249,C15979,09/01/2023,50,41,1,Y,Morning,Smart TV
S911767,U1249,C05887,22/01/2024,77,76,1,Y,Morning,Smart TV
S362089,U1249,C05206,05/04/2023,1872,62,1,N,Morning,Smart TV
S651353,U1249,C08924,14/10/2022,81,86,2,N,Afternoon,Smart TV
S464598,U1249,C01331,01/06/2025,31,32,0,Y,Morning,Smart TV
S230227,U1249,C15947,27/08/2022,7,9,3,N,Afternoon,Smart TV
S794753,U1249,C16414,24/08/2023,10,12,0,N,Morning,Smart TV
S834769,U1249,C03675,23/05/2025,58,63,0,N,Night,Smart TV
S151631,U1249,C04647,31/08/2022,51,83,3,Y,Afternoon,Smart TV
S295995,U1249,C10478,12/01/2024,34,43,2,N,Morning,Smart TV
S230673,U1250,C09923,02/02/2022,31,81,1,N,Morning,Smart TV
S764894,U1250,C16980,09/04/2025,46,86,3,Y,Morning,Smart TV
S643486,U1250,C01298,30/07/2025,1458,60,2,N,Morning,Smart TV
S382668,U1250,C10333,09/12/2024,25,28,2,N,Evening,Smart TV
S828660,U1250,C06282,08/06/2024,110,91,0,Y,Night,Smart TV
S861013,U1250,C07861,28/11/2022,101,88,2,N,Afternoon,Smart TV
S951049,U1250,C11633,20/11/2022,102,65,1,N,Evening,Smart TV
S304438,U1250,C01429,16/04/2023,65,98,3,Y,Afternoon,Smart TV
S130704,U1250,C03714,22/07/2022,182,30,1,Y,Night,Smart TV
S803868,U1250,C00102,23/10/2025,541,18,3,N,Night,Smart TV
S596696,U1250,C07756,20/08/2025,18,19,2,Y,Afternoon,Smart TV
S749018,U1250,C14639,30/10/2024,34,72,2,N,Evening,Smart TV
S938037,U1250,C11425,30/10/2022,23,25,3,N,Morning,Smart TV
S352385,U1250,C13562,09/11/2022,48,39,3,Y,Afternoon,Smart TV
S436674,U1250,C01665,22/07/2024,19,67,3,Y,Evening,Smart TV
S780269,U1251,C04918,28/08/2022,8,14,3,N,Night,Laptop
S249628,U1251,C15199,20/03/2023,34,36,0,Y,Evening,Laptop
S472499,U1251,C12029,27/08/2024,118,100,2,N,Evening,Laptop
S337096,U1251,C17256,27/05/2023,63,68,3,Y,Afternoon,Laptop
S691711,U1251,C13827,19/04/2024,9,100,0,Y,Morning,Laptop
S875569,U1251,C06553,10/07/2024,52,55,3,Y,Night,Laptop
S561865,U1251,C05164,27/08/2024,329,54,3,N,Night,Laptop
S858212,U1251,C07368,01/07/2025,283,47,0,Y,Morning,Laptop
S469895,U1251,C16446,15/02/2023,69,71,2,Y,Night,Laptop
S970614,U1251,C07566,12/02/2024,116,95,1,Y,Evening,Laptop
S176302,U1251,C03197,27/03/2023,14,20,0,Y,Afternoon,Laptop
S150841,U1251,C05669,15/07/2024,152,25,3,N,Night,Laptop
S270016,U1251,C09076,19/07/2025,38,44,1,N,Evening,Laptop
S332912,U1251,C06610,10/07/2022,63,42,0,N,Morning,Laptop
S434459,U1251,C06771,03/06/2022,19,13,3,Y,Evening,Laptop
S469094,U1252,C01912,10/01/2022,753,62,3,Y,Evening,Smart TV
S826626,U1252,C05893,18/07/2024,40,35,0,Y,Morning,Smart TV
S302979,U1252,C12168,30/05/2024,42,39,2,N,Evening,Smart TV
S190723,U1252,C06642,04/11/2023,70,70,0,Y,Night,Smart TV
S591513,U1252,C02828,14/03/2024,79,81,0,N,Evening,Smart TV
S464105,U1252,C16560,21/12/2025,214,35,0,Y,Evening,Smart TV
S747536,U1252,C10259,15/05/2022,550,30,2,Y,Afternoon,Smart TV
S452427,U1252,C13045,10/06/2023,19,16,1,N,Morning,Smart TV
S523973,U1252,C05849,07/06/2025,77,80,1,N,Afternoon,Smart TV
S837402,U1252,C08826,01/06/2023,61,72,3,Y,Afternoon,Smart TV
S128905,U1252,C07769,08/08/2022,44,91,2,Y,Afternoon,Smart TV
S405176,U1252,C03998,10/05/2022,67,90,3,N,Afternoon,Smart TV
S963573,U1252,C06188,15/03/2022,42,7,3,N,Morning,Smart TV
S978270,U1252,C14229,03/05/2022,26,32,1,Y,Morning,Smart TV
S294948,U1252,C14782,07/09/2023,30,31,3,N,Night,Smart TV
S295743,U1253,C14768,01/02/2023,78,13,3,Y,Morning,Mobile
S843361,U1253,C16685,17/01/2024,8,17,3,Y,Night,Mobile
S638346,U1253,C12650,20/12/2022,53,52,3,N,Afternoon,Mobile
S153745,U1253,C16724,27/07/2022,29,28,3,Y,Evening,Mobile
S376479,U1253,C03452,14/04/2023,425,70,0,Y,Afternoon,Mobile
S461152,U1253,C00328,02/01/2023,276,15,0,Y,Morning,Mobile
S157261,U1253,C12151,03/10/2024,68,73,3,N,Afternoon,Mobile
S772432,U1253,C14077,10/12/2024,14,30,3,N,Night,Mobile
S358909,U1253,C14269,22/01/2024,47,57,0,N,Afternoon,Mobile
S993608,U1253,C09371,30/11/2025,1265,26,0,Y,Evening,Mobile
S140404,U1253,C09005,27/06/2022,231,12,0,N,Evening,Mobile
S364954,U1253,C05698,04/10/2024,46,42,3,Y,Morning,Mobile
S899038,U1253,C08496,09/08/2024,10,11,2,N,Evening,Mobile
S435103,U1253,C17316,02/02/2024,10,7,0,N,Night,Mobile
S244019,U1253,C16698,17/06/2022,23,26,2,N,Morning,Mobile
S104497,U1254,C00235,31/01/2022,71,73,1,N,Night,Mobile
S723790,U1254,C11611,25/01/2025,60,45,0,Y,Evening,Mobile
S733570,U1254,C17245,26/04/2022,85,94,3,N,Evening,Mobile
S383425,U1254,C02943,01/12/2024,726,60,1,Y,Afternoon,Mobile
S901403,U1254,C01960,07/02/2022,156,26,1,N,Morning,Mobile
S714162,U1254,C15296,27/04/2022,28,34,1,N,Afternoon,Mobile
S192190,U1254,C11907,02/07/2023,91,89,3,Y,Morning,Mobile
S318916,U1254,C17402,22/05/2024,170,28,2,N,Morning,Mobile
S939939,U1254,C17121,15/08/2022,10,100,2,Y,Evening,Mobile
S563113,U1254,C09294,26/11/2025,189,31,1,N,Afternoon,Mobile
S837044,U1254,C15051,20/12/2025,74,84,3,Y,Night,Mobile
S921717,U1254,C14905,19/05/2022,15,15,3,N,Afternoon,Mobile
S939687,U1254,C09617,22/09/2022,156,26,3,Y,Morning,Mobile
S574837,U1254,C07142,30/06/2023,36,28,2,Y,Night,Mobile
S877062,U1254,C13143,30/01/2022,19,70,0,N,Morning,Mobile
S431974,U1255,C17695,25/03/2024,7,0,1,N,Morning,Mobile
S997723,U1255,C10761,15/06/2022,49,52,0,N,Night,Mobile
S673635,U1255,C16735,02/07/2022,1585,88,3,N,Afternoon,Mobile
S102448,U1255,C10975,23/05/2022,59,42,2,N,Afternoon,Mobile
S627879,U1255,C01538,29/02/2024,4851,80,3,Y,Evening,Mobile
S643989,U1255,C17667,23/05/2022,94,60,2,Y,Night,Mobile
S133319,U1255,C06507,21/11/2025,26,22,0,Y,Evening,Mobile
S200924,U1255,C16483,04/05/2022,60,44,0,Y,Evening,Mobile
S565845,U1255,C07664,26/05/2025,415,69,3,Y,Night,Mobile
S860729,U1255,C15944,30/01/2025,5,5,3,Y,Morning,Mobile
S876815,U1255,C14221,31/01/2024,35,5,0,N,Morning,Mobile
S712791,U1255,C10011,23/09/2024,18,11,3,Y,Morning,Mobile
S688002,U1255,C03415,17/06/2024,32,39,1,Y,Afternoon,Mobile
S290829,U1255,C04730,29/09/2023,46,50,0,N,Afternoon,Mobile
S220375,U1255,C11271,21/05/2022,39,48,2,Y,Night,Mobile
S197145,U1256,C05266,26/02/2023,79,85,0,Y,Afternoon,Laptop
S706443,U1256,C07213,06/12/2023,64,55,0,Y,Morning,Laptop
S555357,U1256,C13855,03/03/2023,515,85,0,Y,Afternoon,Laptop
S245302,U1256,C14818,19/01/2024,80,94,3,N,Night,Laptop
S352388,U1256,C14649,26/09/2025,75,66,0,Y,Afternoon,Laptop
S989638,U1256,C07543,24/08/2024,46,52,1,N,Morning,Laptop
S666771,U1256,C05663,11/04/2022,6,7,2,Y,Afternoon,Laptop
S956584,U1256,C13535,21/07/2025,19,21,0,Y,Morning,Laptop
S806565,U1256,C08182,10/06/2022,76,86,0,Y,Afternoon,Laptop
S468176,U1256,C11933,27/01/2022,56,83,2,Y,Morning,Laptop
S971793,U1256,C07227,31/03/2025,16,14,0,N,Evening,Laptop
S780168,U1256,C17616,05/04/2023,125,88,0,N,Night,Laptop
S315948,U1256,C11880,13/05/2025,5,8,2,N,Night,Laptop
S358524,U1256,C15070,30/03/2023,45,36,1,N,Afternoon,Laptop
S864667,U1256,C03104,28/10/2024,42,20,3,Y,Night,Laptop
S855747,U1257,C16175,08/02/2022,16,20,1,N,Night,Smart TV
S360814,U1257,C02856,02/07/2023,187,31,0,Y,Night,Smart TV
S746426,U1257,C05439,20/02/2022,12,22,1,Y,Night,Smart TV
S484978,U1257,C04241,21/12/2023,53,82,0,N,Night,Smart TV
S492684,U1257,C14004,22/10/2024,33,37,1,Y,Evening,Smart TV
S601318,U1257,C11519,21/08/2023,55,60,0,Y,Morning,Smart TV
S215494,U1257,C15780,08/02/2024,5,5,3,N,Afternoon,Smart TV
S329281,U1257,C15075,19/09/2025,39,48,3,Y,Morning,Smart TV
S156095,U1257,C02228,30/08/2022,49,47,3,N,Afternoon,Smart TV
S628531,U1257,C14466,04/07/2025,82,98,3,Y,Morning,Smart TV
S707368,U1257,C03864,27/11/2025,469,78,3,Y,Evening,Smart TV
S832645,U1257,C01600,31/05/2022,13,2,2,Y,Afternoon,Smart TV
S846047,U1257,C15517,11/01/2022,75,52,3,N,Morning,Smart TV
S244360,U1257,C03039,28/07/2024,78,84,2,Y,Evening,Smart TV
S347217,U1257,C16991,24/02/2022,51,2,0,N,Morning,Smart TV
S161129,U1258,C12458,06/09/2024,30,33,1,N,Evening,Mobile
S604782,U1258,C08721,20/07/2023,29,64,0,N,Night,Mobile
S713644,U1258,C15898,29/08/2024,14,11,1,Y,Night,Mobile
S958149,U1258,C09619,15/05/2024,117,19,0,Y,Night,Mobile
S368233,U1258,C07700,23/07/2022,60,58,1,Y,Morning,Mobile
S951555,U1258,C02387,04/05/2023,54,45,1,Y,Night,Mobile
S893854,U1258,C16445,02/06/2022,30,34,3,N,Night,Mobile
S534518,U1258,C14907,25/03/2024,87,92,3,N,Night,Mobile
S876948,U1258,C01426,16/06/2023,37,37,2,N,Evening,Mobile
S801207,U1258,C09270,05/08/2022,132,5,3,N,Evening,Mobile
S361937,U1258,C13127,28/07/2022,17,19,1,N,Evening,Mobile
S744713,U1258,C12189,23/05/2023,62,74,3,N,Evening,Mobile
S184621,U1258,C13920,22/04/2025,66,75,2,Y,Evening,Mobile
S547891,U1258,C06523,07/02/2022,435,72,0,N,Evening,Mobile
S987121,U1258,C06615,16/05/2022,11,10,0,N,Morning,Mobile
S379209,U1259,C09411,05/06/2023,21,25,1,Y,Morning,Tablet
S646113,U1259,C00922,19/05/2025,96,16,1,Y,Night,Tablet
S678921,U1259,C00254,31/01/2025,46,45,0,N,Afternoon,Tablet
S663077,U1259,C09584,24/04/2023,48,63,2,Y,Morning,Tablet
S283342,U1259,C14501,10/07/2025,93,60,2,N,Evening,Tablet
S137929,U1259,C00148,04/04/2025,5,6,1,N,Evening,Tablet
S919105,U1259,C01080,25/04/2024,16,76,0,N,Morning,Tablet
S562156,U1259,C15700,20/09/2024,25,29,3,N,Morning,Tablet
S969754,U1259,C15573,06/02/2024,29,4,2,Y,Evening,Tablet
S520897,U1259,C15274,14/12/2024,81,85,1,Y,Evening,Tablet
S117973,U1259,C07785,06/05/2025,491,81,1,Y,Afternoon,Tablet
S870319,U1259,C03830,31/07/2024,79,63,2,N,Afternoon,Tablet
S763566,U1259,C09325,13/05/2022,24,25,1,N,Afternoon,Tablet
S340983,U1259,C13498,25/02/2025,49,53,0,Y,Evening,Tablet
S197337,U1259,C08233,23/07/2022,27,34,3,Y,Afternoon,Tablet
S954824,U1260,C07943,07/09/2022,50,63,1,N,Morning,Laptop
S442049,U1260,C04393,28/04/2024,384,64,2,N,Morning,Laptop
S385304,U1260,C05599,27/10/2024,76,12,3,N,Afternoon,Laptop
S333188,U1260,C11799,17/02/2023,63,74,3,N,Night,Laptop
S243369,U1260,C02259,19/01/2022,41,37,1,N,Afternoon,Laptop
S409927,U1260,C17541,19/04/2025,6,13,3,N,Morning,Laptop
S499886,U1260,C05467,23/02/2024,13,15,0,Y,Evening,Laptop
S768177,U1260,C03360,08/01/2023,1177,65,1,Y,Morning,Laptop
S499970,U1260,C13755,07/02/2025,22,95,1,Y,Evening,Laptop
S811691,U1260,C02825,11/04/2023,3809,79,0,N,Evening,Laptop
S995437,U1260,C08562,02/03/2025,44,48,3,N,Night,Laptop
S202260,U1260,C16296,10/05/2024,25,22,1,N,Evening,Laptop
S254444,U1260,C00272,28/02/2025,85,83,1,Y,Night,Laptop
S799657,U1260,C03743,12/09/2023,113,97,1,N,Afternoon,Laptop
S517681,U1260,C15776,19/11/2023,72,82,2,Y,Morning,Laptop
S383180,U1261,C09499,14/02/2022,5,8,2,N,Evening,Laptop
S892320,U1261,C15149,04/03/2022,54,39,0,Y,Night,Laptop
S775862,U1261,C07954,13/07/2022,37,49,3,Y,Afternoon,Laptop
S966225,U1261,C01358,02/11/2022,523,87,0,N,Morning,Laptop
S778205,U1261,C03768,19/09/2025,596,99,0,N,Afternoon,Laptop
S255289,U1261,C00611,03/09/2022,932,77,2,N,Afternoon,Laptop
S834489,U1261,C11885,03/07/2022,8,30,3,Y,Night,Laptop
S178158,U1261,C02927,28/10/2024,313,52,0,Y,Night,Laptop
S457186,U1261,C07730,12/06/2025,42,44,3,Y,Afternoon,Laptop
S428355,U1261,C07160,25/12/2023,20,21,3,Y,Morning,Laptop
S947950,U1261,C11018,16/05/2022,17,36,1,N,Morning,Laptop
S935309,U1261,C17677,26/04/2025,56,38,0,N,Night,Laptop
S112866,U1261,C15437,24/10/2025,47,79,0,Y,Night,Laptop
S273407,U1261,C04403,22/07/2023,10,9,1,N,Night,Laptop
S981472,U1261,C05498,01/08/2022,1014,84,1,Y,Morning,Laptop
S440036,U1262,C00951,04/04/2025,13,9,1,N,Evening,Tablet
S351510,U1262,C15643,22/05/2024,47,55,3,N,Afternoon,Tablet
S608178,U1262,C13665,07/07/2025,73,76,3,Y,Morning,Tablet
S414493,U1262,C09048,19/05/2023,41,68,1,Y,Evening,Tablet
S297939,U1262,C04390,15/01/2024,90,75,2,N,Evening,Tablet
S331122,U1262,C13555,20/10/2024,13,16,0,N,Morning,Tablet
S311018,U1262,C05641,17/09/2024,9,12,2,N,Evening,Tablet
S336634,U1262,C14444,04/08/2022,23,27,2,Y,Evening,Tablet
S797953,U1262,C14858,08/12/2023,17,20,3,N,Evening,Tablet
S811835,U1262,C05224,08/02/2023,1316,54,3,N,Morning,Tablet
S219751,U1262,C06454,04/01/2023,577,96,1,N,Morning,Tablet
S221895,U1262,C09492,10/10/2025,683,56,1,Y,Morning,Tablet
S833683,U1262,C11351,23/08/2023,15,71,0,Y,Night,Tablet
S585467,U1262,C12909,20/06/2023,30,30,0,Y,Evening,Tablet
S206480,U1262,C09095,13/08/2025,22,25,0,N,Evening,Tablet
S725711,U1263,C17131,16/03/2022,41,3,2,N,Night,Tablet
S211563,U1263,C04344,18/06/2025,8,8,2,Y,Morning,Tablet
S127922,U1263,C11911,30/12/2025,45,52,2,N,Evening,Tablet
S998179,U1263,C07284,30/04/2025,9,16,3,Y,Morning,Tablet
S199732,U1263,C11072,22/07/2022,1017,33,0,N,Afternoon,Tablet
S224453,U1263,C11507,04/10/2022,5,4,0,Y,Morning,Tablet
S166977,U1263,C07498,06/01/2024,79,82,1,Y,Night,Tablet
S587213,U1263,C03870,25/03/2022,51,73,3,N,Night,Tablet
S210512,U1263,C00743,30/03/2022,5,0,2,N,Afternoon,Tablet
S280858,U1263,C07630,10/08/2023,62,48,3,N,Night,Tablet
S690981,U1263,C01205,29/06/2022,77,12,1,N,Evening,Tablet
S432856,U1263,C05318,04/11/2025,58,52,1,Y,Evening,Tablet
S129721,U1263,C02969,03/05/2025,493,82,0,N,Morning,Tablet
S312872,U1263,C00557,30/10/2023,85,95,0,Y,Night,Tablet
S757468,U1263,C13391,28/02/2022,74,82,3,N,Evening,Tablet
S395251,U1264,C10121,04/03/2024,270,45,0,Y,Night,Tablet
S215822,U1264,C06682,09/10/2023,81,91,2,Y,Afternoon,Tablet
S437850,U1264,C08065,10/01/2022,53,58,3,N,Night,Tablet
S644464,U1264,C00212,06/09/2025,53,43,0,N,Evening,Tablet
S419335,U1264,C07237,28/12/2024,25,27,1,N,Morning,Tablet
S941483,U1264,C15361,20/08/2024,66,66,1,Y,Morning,Tablet
S938896,U1264,C14641,20/08/2023,31,36,1,N,Night,Tablet
S754917,U1264,C02830,22/06/2025,43,71,2,Y,Night,Tablet
S703568,U1264,C12603,15/09/2024,238,39,0,Y,Morning,Tablet
S822066,U1264,C09730,27/03/2022,75,98,3,Y,Night,Tablet
S742714,U1264,C01681,13/07/2024,291,24,0,N,Afternoon,Tablet
S361130,U1264,C15350,21/11/2023,85,62,1,Y,Night,Tablet
S759821,U1264,C04314,12/01/2024,49,51,1,N,Afternoon,Tablet
S459234,U1264,C14289,18/11/2023,23,30,0,Y,Evening,Tablet
S576774,U1264,C12720,13/05/2025,21,22,0,N,Evening,Tablet
S887037,U1265,C04709,17/08/2023,88,93,3,Y,Afternoon,Laptop
S302368,U1265,C16161,07/09/2022,49,45,3,Y,Morning,Laptop
S623836,U1265,C00355,10/05/2022,14,15,2,N,Evening,Laptop
S254736,U1265,C16707,20/03/2025,98,77,0,Y,Morning,Laptop
S453999,U1265,C11761,16/07/2024,25,43,3,N,Evening,Laptop
S787456,U1265,C08182,20/05/2023,13,14,3,Y,Night,Laptop
S950098,U1265,C03538,18/12/2023,25,15,1,Y,Morning,Laptop
S582056,U1265,C16628,09/12/2024,352,58,0,N,Evening,Laptop
S351534,U1265,C10601,28/02/2024,59,59,0,N,Evening,Laptop
S840887,U1265,C09067,19/07/2025,43,50,2,Y,Morning,Laptop
S775434,U1265,C00407,14/02/2024,70,74,3,Y,Night,Laptop
S688122,U1265,C07001,04/05/2023,10,11,1,N,Night,Laptop
S389557,U1265,C13834,22/05/2025,100,76,1,N,Evening,Laptop
S220422,U1265,C08080,31/12/2024,98,88,2,Y,Afternoon,Laptop
S527304,U1265,C14060,21/10/2025,50,38,1,Y,Morning,Laptop
S697072,U1266,C17433,21/05/2023,73,52,3,Y,Night,Mobile
S919129,U1266,C11406,24/07/2023,15,18,1,Y,Night,Mobile
S860200,U1266,C00299,07/09/2023,472,78,1,Y,Evening,Mobile
S157308,U1266,C11582,04/04/2024,58,96,2,N,Night,Mobile
S681597,U1266,C00151,26/07/2025,99,82,2,Y,Afternoon,Mobile
S538312,U1266,C00983,06/06/2022,159,26,3,Y,Afternoon,Mobile
S600370,U1266,C08200,08/11/2023,69,63,3,N,Night,Mobile
S129452,U1266,C15390,07/01/2024,89,81,3,N,Morning,Mobile
S537371,U1266,C03505,07/02/2023,23,27,0,N,Afternoon,Mobile
S550927,U1266,C11875,17/06/2025,28,96,1,Y,Morning,Mobile
S775458,U1266,C08018,20/10/2024,400,66,3,Y,Evening,Mobile
S789486,U1266,C00562,19/10/2023,83,75,3,Y,Night,Mobile
S414262,U1266,C03619,22/04/2025,121,20,2,Y,Afternoon,Mobile
S726930,U1266,C14943,30/10/2023,58,80,0,N,Evening,Mobile
S722841,U1266,C08823,28/04/2024,39,73,3,Y,Night,Mobile
S891569,U1267,C04300,20/07/2023,236,13,1,N,Night,Smart TV
S838822,U1267,C12749,30/03/2023,95,68,0,Y,Morning,Smart TV
S238761,U1267,C17329,15/09/2025,145,24,3,Y,Afternoon,Smart TV
S814222,U1267,C08209,29/08/2025,45,50,3,Y,Afternoon,Smart TV
S353651,U1267,C03706,10/04/2022,366,61,0,Y,Morning,Smart TV
S678983,U1267,C13925,30/06/2024,253,42,3,Y,Morning,Smart TV
S685946,U1267,C08255,13/07/2023,42,38,1,N,Evening,Smart TV
S497759,U1267,C09983,21/12/2022,61,89,1,N,Afternoon,Smart TV
S542106,U1267,C06533,14/11/2025,17,22,3,N,Morning,Smart TV
S567624,U1267,C05662,29/08/2024,352,58,3,N,Morning,Smart TV
S750094,U1267,C07238,23/11/2024,63,78,1,Y,Afternoon,Smart TV
S380425,U1267,C16235,22/06/2025,158,98,3,N,Night,Smart TV
S184177,U1267,C00242,09/09/2023,526,43,2,Y,Evening,Smart TV
S679263,U1267,C02823,10/11/2024,384,64,2,N,Evening,Smart TV
S521348,U1267,C05719,30/05/2022,520,86,0,N,Morning,Smart TV
S560679,U1268,C06334,24/03/2025,491,81,0,N,Night,Mobile
S190965,U1268,C16729,28/07/2024,38,84,1,Y,Evening,Mobile
S915275,U1268,C04218,22/04/2025,24,29,2,Y,Evening,Mobile
S928332,U1268,C11846,11/11/2022,5868,69,1,N,Evening,Mobile
S903083,U1268,C11955,13/06/2022,21,20,0,Y,Night,Mobile
S516267,U1268,C03425,04/01/2023,78,85,1,N,Night,Mobile
S423973,U1268,C06885,05/03/2024,65,65,1,Y,Morning,Mobile
S851482,U1268,C02865,05/12/2022,20,24,0,N,Afternoon,Mobile
S664312,U1268,C14997,22/06/2022,96,100,2,Y,Afternoon,Mobile
